m,seed,task,dataset,method,mae
8,4,math:subject=number_theory,math,ens,0.08900132595683874
8,4,math:subject=number_theory,math,irt,0.43383761348856564
8,4,math:subject=prealgebra,math,sample,0.10165041260315079
8,4,math:subject=prealgebra,math,pkps,0.16417120159197188
8,4,math:subject=prealgebra,math,ens,0.0926234759354591
8,4,math:subject=prealgebra,math,irt,0.28185452523142074
8,4,math:subject=precalculus,math,sample,0.10351820411243162
8,4,math:subject=precalculus,math,pkps,0.17595570033138233
8,4,math:subject=precalculus,math,ens,0.09864117745055606
8,4,math:subject=precalculus,math,irt,0.27315246509861196
8,4,med_qa,med_qa,sample,0.1424731182795699
8,4,med_qa,med_qa,pkps,0.10538731133625409
8,4,med_qa,med_qa,ens,0.1068456166357623
8,4,med_qa,med_qa,irt,0.48745866331620796
8,4,wmt_14:language_pair=cs-en,wmt_14,sample,0.04822945032508201
8,4,wmt_14:language_pair=cs-en,wmt_14,pkps,0.04627430049183838
8,4,wmt_14:language_pair=cs-en,wmt_14,ens,0.03628174405900845
8,4,wmt_14:language_pair=de-en,wmt_14,sample,0.048959590381111716
8,4,wmt_14:language_pair=de-en,wmt_14,pkps,0.03282898589650397
8,4,wmt_14:language_pair=de-en,wmt_14,ens,0.035849571055259814
8,4,wmt_14:language_pair=fr-en,wmt_14,sample,0.051197714731658045
8,4,wmt_14:language_pair=fr-en,wmt_14,pkps,0.020340698305604695
8,4,wmt_14:language_pair=fr-en,wmt_14,ens,0.03485047334377298
8,4,wmt_14:language_pair=hi-en,wmt_14,sample,0.0480208006464875
8,4,wmt_14:language_pair=hi-en,wmt_14,pkps,0.08467392593281674
8,4,wmt_14:language_pair=hi-en,wmt_14,ens,0.04588725701049245
8,4,wmt_14:language_pair=ru-en,wmt_14,sample,0.04772944992894576
8,4,wmt_14:language_pair=ru-en,wmt_14,pkps,0.058334675593454316
8,4,wmt_14:language_pair=ru-en,wmt_14,ens,0.03984338167865871
8,5,legalbench:subset=abercrombie,legalbench,sample,0.11880305602716469
8,5,legalbench:subset=abercrombie,legalbench,pkps,0.1423102451147136
8,5,legalbench:subset=abercrombie,legalbench,ens,0.08589283247271032
8,5,legalbench:subset=abercrombie,legalbench,irt,0.3755251643585963
8,5,legalbench:subset=corporate_lobbying,legalbench,sample,0.10591397849462367
8,5,legalbench:subset=corporate_lobbying,legalbench,pkps,0.11068235072576778
8,5,legalbench:subset=corporate_lobbying,legalbench,ens,0.07713233174272507
8,5,legalbench:subset=corporate_lobbying,legalbench,irt,0.3305370760993246
8,5,legalbench:subset=function_of_decision_section,legalbench,sample,0.11021505376344085
8,5,legalbench:subset=function_of_decision_section,legalbench,pkps,0.074738931399158
8,5,legalbench:subset=function_of_decision_section,legalbench,ens,0.07572984700023606
8,5,legalbench:subset=function_of_decision_section,legalbench,irt,0.5450611769005856
8,5,legalbench:subset=international_citizenship_questions,legalbench,sample,0.146415770609319
8,5,legalbench:subset=international_citizenship_questions,legalbench,pkps,0.10264423204930934
8,5,legalbench:subset=international_citizenship_questions,legalbench,ens,0.10291527973078042
8,5,legalbench:subset=international_citizenship_questions,legalbench,irt,0.5142845634300024
8,5,legalbench:subset=proa,legalbench,sample,0.07618845500848896
8,5,legalbench:subset=proa,legalbench,pkps,0.08724884776536983
8,5,legalbench:subset=proa,legalbench,ens,0.05506069888785768
8,5,legalbench:subset=proa,legalbench,irt,0.11820331953704712
8,5,math:subject=algebra,math,sample,0.09668458781362008
8,5,math:subject=algebra,math,pkps,0.17048104252498616
8,5,math:subject=algebra,math,ens,0.08775328809459998
8,5,math:subject=algebra,math,irt,0.19527699799103185
8,5,math:subject=counting_and_probability,math,sample,0.09894540942928041
8,5,math:subject=counting_and_probability,math,pkps,0.16050263589847819
8,5,math:subject=counting_and_probability,math,ens,0.09728367846715524
8,5,math:subject=counting_and_probability,math,irt,0.28208153389953927
8,5,math:subject=geometry,math,sample,0.10851726089417094
8,5,math:subject=geometry,math,pkps,0.16017016181691154
8,5,math:subject=geometry,math,ens,0.09352128775194918
8,5,math:subject=geometry,math,irt,0.5389858217722279
8,5,math:subject=intermediate_algebra,math,sample,0.11786600496277916
8,5,math:subject=intermediate_algebra,math,pkps,0.1750698635979832
8,5,math:subject=intermediate_algebra,math,ens,0.10128065149930202
8,5,math:subject=intermediate_algebra,math,irt,0.31920770557629274
8,5,math:subject=number_theory,math,sample,0.08494623655913978
8,5,math:subject=number_theory,math,pkps,0.1747070490331676
8,5,math:subject=number_theory,math,ens,0.09429661706107072
8,5,math:subject=number_theory,math,irt,0.32930556351429086
8,5,math:subject=prealgebra,math,sample,0.09739934983745936
8,5,math:subject=prealgebra,math,pkps,0.15738237601323143
8,5,math:subject=prealgebra,math,ens,0.09361694256601438
8,5,math:subject=prealgebra,math,irt,0.20289173412761824
8,5,math:subject=precalculus,math,sample,0.10118373891718543
8,5,math:subject=precalculus,math,pkps,0.16913159121167717
8,5,math:subject=precalculus,math,ens,0.08329399707822786
8,5,math:subject=precalculus,math,irt,0.300805979844676
8,5,med_qa,med_qa,sample,0.11899641577060929
8,5,med_qa,med_qa,pkps,0.10011349665440038
8,5,med_qa,med_qa,ens,0.08106416881885806
8,5,med_qa,med_qa,irt,0.35160388816626137
8,5,wmt_14:language_pair=cs-en,wmt_14,sample,0.047815322508711615
8,5,wmt_14:language_pair=cs-en,wmt_14,pkps,0.04385400301430271
8,5,wmt_14:language_pair=cs-en,wmt_14,ens,0.03517246235430153
8,5,wmt_14:language_pair=de-en,wmt_14,sample,0.05077916052880228
8,5,wmt_14:language_pair=de-en,wmt_14,pkps,0.030638875190015378
8,5,wmt_14:language_pair=de-en,wmt_14,ens,0.03481270796888469
8,5,wmt_14:language_pair=fr-en,wmt_14,sample,0.04489271807134556
8,5,wmt_14:language_pair=fr-en,wmt_14,pkps,0.01987345341473405
8,5,wmt_14:language_pair=fr-en,wmt_14,ens,0.028945435124821593
8,5,wmt_14:language_pair=hi-en,wmt_14,sample,0.056204366869103774
8,5,wmt_14:language_pair=hi-en,wmt_14,pkps,0.07605803029856731
8,5,wmt_14:language_pair=hi-en,wmt_14,ens,0.05437409422169753
8,5,wmt_14:language_pair=ru-en,wmt_14,sample,0.04758467801040934
8,5,wmt_14:language_pair=ru-en,wmt_14,pkps,0.05687583063133579
8,5,wmt_14:language_pair=ru-en,wmt_14,ens,0.039236788615654696
8,6,legalbench:subset=abercrombie,legalbench,sample,0.14318053197509906
8,6,legalbench:subset=abercrombie,legalbench,pkps,0.13794524974025102
8,6,legalbench:subset=abercrombie,legalbench,ens,0.0997898147952324
8,6,legalbench:subset=abercrombie,legalbench,irt,0.5074309558354343
8,6,legalbench:subset=corporate_lobbying,legalbench,sample,0.12804659498207888
8,6,legalbench:subset=corporate_lobbying,legalbench,pkps,0.1141466783468988
8,6,legalbench:subset=corporate_lobbying,legalbench,ens,0.08890096219318226
8,6,legalbench:subset=corporate_lobbying,legalbench,irt,0.2808848558467712
8,6,legalbench:subset=function_of_decision_section,legalbench,sample,0.11478494623655913
8,6,legalbench:subset=function_of_decision_section,legalbench,pkps,0.06860826170350033
8,6,legalbench:subset=function_of_decision_section,legalbench,ens,0.07832391921928908
8,6,legalbench:subset=function_of_decision_section,legalbench,irt,0.3951016698120395
8,6,legalbench:subset=international_citizenship_questions,legalbench,sample,0.12670250896057347
8,6,legalbench:subset=international_citizenship_questions,legalbench,pkps,0.10218866141734315
8,6,legalbench:subset=international_citizenship_questions,legalbench,ens,0.08838649738108327
8,6,legalbench:subset=international_citizenship_questions,legalbench,irt,0.48691319331744615
8,6,legalbench:subset=proa,legalbench,sample,0.07797113752122241
8,6,legalbench:subset=proa,legalbench,pkps,0.09113199105662707
8,6,legalbench:subset=proa,legalbench,ens,0.06461413101823121
8,6,legalbench:subset=proa,legalbench,irt,0.229338835587681
8,6,math:subject=algebra,math,sample,0.0939964157706093
8,6,math:subject=algebra,math,pkps,0.1809267902705666
8,6,math:subject=algebra,math,ens,0.08895096526031489
8,6,math:subject=algebra,math,irt,0.1728090298290709
8,6,math:subject=counting_and_probability,math,sample,0.11279983457402812
8,6,math:subject=counting_and_probability,math,pkps,0.17431930580762137
8,6,math:subject=counting_and_probability,math,ens,0.10509480347492674
8,6,math:subject=counting_and_probability,math,irt,0.3975140685500603
8,6,math:subject=geometry,math,sample,0.11948217317487266
8,6,math:subject=geometry,math,pkps,0.1677834386779623
8,6,math:subject=geometry,math,ens,0.09470082126761785
8,6,math:subject=geometry,math,irt,0.3003453192575104
8,6,math:subject=intermediate_algebra,math,sample,0.1109387923904053
8,6,math:subject=intermediate_algebra,math,pkps,0.1897742431295363
8,6,math:subject=intermediate_algebra,math,ens,0.1097487760674079
8,6,math:subject=intermediate_algebra,math,irt,0.2980526766746916
8,6,math:subject=number_theory,math,sample,0.08637992831541219
8,6,math:subject=number_theory,math,pkps,0.17231326850691572
8,6,math:subject=number_theory,math,ens,0.09153210662557208
8,6,math:subject=number_theory,math,irt,0.3172092078848764
8,6,math:subject=prealgebra,math,sample,0.09208552138034506
8,6,math:subject=prealgebra,math,pkps,0.169317070659465
8,6,math:subject=prealgebra,math,ens,0.08635438909764898
8,6,math:subject=prealgebra,math,irt,0.2955706278111198
8,6,math:subject=precalculus,math,sample,0.12384455763063576
8,6,math:subject=precalculus,math,pkps,0.1747026241314848
8,6,math:subject=precalculus,math,ens,0.10187398009356582
8,6,math:subject=precalculus,math,irt,0.31536789384417246
8,6,med_qa,med_qa,sample,0.12688172043010754
8,6,med_qa,med_qa,pkps,0.09877169739703498
8,6,med_qa,med_qa,ens,0.08601991624105794
8,6,med_qa,med_qa,irt,0.45943105344648205
8,6,wmt_14:language_pair=cs-en,wmt_14,sample,0.045389315445559776
8,6,wmt_14:language_pair=cs-en,wmt_14,pkps,0.046162241823349014
8,6,wmt_14:language_pair=cs-en,wmt_14,ens,0.03680408624051639
8,6,wmt_14:language_pair=de-en,wmt_14,sample,0.049235722595351736
8,6,wmt_14:language_pair=de-en,wmt_14,pkps,0.0358563493414088
8,6,wmt_14:language_pair=de-en,wmt_14,ens,0.0378411515947649
8,6,wmt_14:language_pair=fr-en,wmt_14,sample,0.053340221855888596
8,6,wmt_14:language_pair=fr-en,wmt_14,pkps,0.020992493454262438
8,6,wmt_14:language_pair=fr-en,wmt_14,ens,0.03308167708306622
8,6,wmt_14:language_pair=hi-en,wmt_14,sample,0.055143446694145996
8,6,wmt_14:language_pair=hi-en,wmt_14,pkps,0.08060186265814628
8,6,wmt_14:language_pair=hi-en,wmt_14,ens,0.05405682847489045
8,6,wmt_14:language_pair=ru-en,wmt_14,sample,0.044880013660073985
8,6,wmt_14:language_pair=ru-en,wmt_14,pkps,0.059782648026815925
8,6,wmt_14:language_pair=ru-en,wmt_14,ens,0.04055685376548633
8,7,legalbench:subset=abercrombie,legalbench,sample,0.1134974533106961
8,7,legalbench:subset=abercrombie,legalbench,pkps,0.13080159576064043
8,7,legalbench:subset=abercrombie,legalbench,ens,0.09117562286871071
8,7,legalbench:subset=abercrombie,legalbench,irt,0.3455331417685396
8,7,legalbench:subset=corporate_lobbying,legalbench,sample,0.09722222222222224
8,7,legalbench:subset=corporate_lobbying,legalbench,pkps,0.11753294834228073
8,7,legalbench:subset=corporate_lobbying,legalbench,ens,0.08511367083773683
8,7,legalbench:subset=corporate_lobbying,legalbench,irt,0.38041658193725486
8,7,legalbench:subset=function_of_decision_section,legalbench,sample,0.12132616487455197
8,7,legalbench:subset=function_of_decision_section,legalbench,pkps,0.07253954009401485
8,7,legalbench:subset=function_of_decision_section,legalbench,ens,0.08431825128621959
8,7,legalbench:subset=function_of_decision_section,legalbench,irt,0.35027917613672077
8,7,legalbench:subset=international_citizenship_questions,legalbench,sample,0.12822580645161288
8,7,legalbench:subset=international_citizenship_questions,legalbench,pkps,0.11797212259557104
8,7,legalbench:subset=international_citizenship_questions,legalbench,ens,0.09560286151997106
8,7,legalbench:subset=international_citizenship_questions,legalbench,irt,0.4006167324561412
8,7,legalbench:subset=proa,legalbench,sample,0.07122241086587434
8,7,legalbench:subset=proa,legalbench,pkps,0.08658570816079691
8,7,legalbench:subset=proa,legalbench,ens,0.05752850712591214
8,7,legalbench:subset=proa,legalbench,irt,0.2516402376343674
8,7,math:subject=algebra,math,sample,0.09372759856630825
8,7,math:subject=algebra,math,pkps,0.18145783002535998
8,7,math:subject=algebra,math,ens,0.08405403297511582
8,7,math:subject=algebra,math,irt,0.23596487096356003
8,7,math:subject=counting_and_probability,math,sample,0.10704438930245382
8,7,math:subject=counting_and_probability,math,pkps,0.18656146817483646
8,7,math:subject=counting_and_probability,math,ens,0.09781408462475111
8,7,math:subject=counting_and_probability,math,irt,0.42791849300599516
8,7,math:subject=geometry,math,sample,0.10236276174306735
8,7,math:subject=geometry,math,pkps,0.17520803676242544
8,7,math:subject=geometry,math,ens,0.08792398220746951
8,7,math:subject=geometry,math,irt,0.31811646552720085
8,7,math:subject=intermediate_algebra,math,sample,0.11662531017369727
8,7,math:subject=intermediate_algebra,math,pkps,0.19788349390970086
8,7,math:subject=intermediate_algebra,math,ens,0.10974242965964158
8,7,math:subject=intermediate_algebra,math,irt,0.30304622474740267
8,7,math:subject=number_theory,math,sample,0.09345878136200717
8,7,math:subject=number_theory,math,pkps,0.20317051906823438
8,7,math:subject=number_theory,math,ens,0.0960579802960699
8,7,math:subject=number_theory,math,irt,0.43354999342759315
8,7,math:subject=prealgebra,math,sample,0.10199424856214054
8,7,math:subject=prealgebra,math,pkps,0.17843921911934582
8,7,math:subject=prealgebra,math,ens,0.08582443662176416
8,7,math:subject=prealgebra,math,irt,0.3828297161618065
8,7,math:subject=precalculus,math,sample,0.11132333521976985
8,7,math:subject=precalculus,math,pkps,0.19160364828251014
8,7,math:subject=precalculus,math,ens,0.10050896126904574
8,7,math:subject=precalculus,math,irt,0.34743896290308307
8,7,med_qa,med_qa,sample,0.13691756272401434
8,7,med_qa,med_qa,pkps,0.11116938013165646
8,7,med_qa,med_qa,ens,0.10087570281089041
8,7,med_qa,med_qa,irt,0.49111445372204765
8,7,wmt_14:language_pair=cs-en,wmt_14,sample,0.03979147980492649
8,7,wmt_14:language_pair=cs-en,wmt_14,pkps,0.03725275637285347
8,7,wmt_14:language_pair=cs-en,wmt_14,ens,0.031785193813127326
8,7,wmt_14:language_pair=de-en,wmt_14,sample,0.043285386106901594
8,7,wmt_14:language_pair=de-en,wmt_14,pkps,0.029675243909240544
8,7,wmt_14:language_pair=de-en,wmt_14,ens,0.03111722899157394
8,7,wmt_14:language_pair=fr-en,wmt_14,sample,0.04442084960455413
8,7,wmt_14:language_pair=fr-en,wmt_14,pkps,0.019458759637798344
8,7,wmt_14:language_pair=fr-en,wmt_14,ens,0.031969913781277455
8,7,wmt_14:language_pair=hi-en,wmt_14,sample,0.05535909180146289
8,7,wmt_14:language_pair=hi-en,wmt_14,pkps,0.07333335818888147
8,7,wmt_14:language_pair=hi-en,wmt_14,ens,0.04942670871638358
8,7,wmt_14:language_pair=ru-en,wmt_14,sample,0.04711057878740032
8,7,wmt_14:language_pair=ru-en,wmt_14,pkps,0.052482568585265066
8,7,wmt_14:language_pair=ru-en,wmt_14,ens,0.03712076273817643
8,8,legalbench:subset=abercrombie,legalbench,sample,0.13050367855121675
8,8,legalbench:subset=abercrombie,legalbench,pkps,0.13718039619455932
8,8,legalbench:subset=abercrombie,legalbench,ens,0.10346483278723549
8,8,legalbench:subset=abercrombie,legalbench,irt,0.39233827583442604
8,8,legalbench:subset=corporate_lobbying,legalbench,sample,0.11568100358422939
8,8,legalbench:subset=corporate_lobbying,legalbench,pkps,0.11182895917831721
8,8,legalbench:subset=corporate_lobbying,legalbench,ens,0.08995479654112291
8,8,legalbench:subset=corporate_lobbying,legalbench,irt,0.3677280757521941
8,8,legalbench:subset=function_of_decision_section,legalbench,sample,0.1402329749103943
8,8,legalbench:subset=function_of_decision_section,legalbench,pkps,0.06903457302438205
8,8,legalbench:subset=function_of_decision_section,legalbench,ens,0.09644077062193845
8,8,legalbench:subset=function_of_decision_section,legalbench,irt,0.5950970993527069
8,8,legalbench:subset=international_citizenship_questions,legalbench,sample,0.11836917562724014
8,8,legalbench:subset=international_citizenship_questions,legalbench,pkps,0.10679749772300455
8,8,legalbench:subset=international_citizenship_questions,legalbench,ens,0.0926877258464517
8,8,legalbench:subset=international_citizenship_questions,legalbench,irt,0.46428082546658145
8,8,legalbench:subset=proa,legalbench,sample,0.08230050933786077
8,8,legalbench:subset=proa,legalbench,pkps,0.08400771127463569
8,8,legalbench:subset=proa,legalbench,ens,0.06763754359124378
8,8,legalbench:subset=proa,legalbench,irt,0.17857462796121387
8,8,math:subject=algebra,math,sample,0.09525089605734766
8,8,math:subject=algebra,math,pkps,0.18346689371760108
8,8,math:subject=algebra,math,ens,0.09398119339611732
8,8,math:subject=algebra,math,irt,0.195885952905994
8,8,math:subject=counting_and_probability,math,sample,0.09556796250344637
8,8,math:subject=counting_and_probability,math,pkps,0.17637482970173718
8,8,math:subject=counting_and_probability,math,ens,0.08780561571442479
8,8,math:subject=counting_and_probability,math,irt,0.33222864416194237
8,8,math:subject=geometry,math,sample,0.11198358800226374
8,8,math:subject=geometry,math,pkps,0.1628353363767377
8,8,math:subject=geometry,math,ens,0.0980655095007787
8,8,math:subject=geometry,math,irt,0.3418974902167856
8,8,math:subject=intermediate_algebra,math,sample,0.10359801488833749
